"Pathway","NES","P_value","FDR","Direction","Genes_tested","Leading_edge_genes"
"Glycosaminoglycan biosynthesis - keratan sulfate",1.08653737772142,0.365650353795428,0.600346859952494,"Up",9,"CHST2;B3GNT2;B4GALT3"
"Nucleotide metabolism",1.05055134158698,0.374188045403845,0.611520277905358,"Up",58,"NME1;UPP1;CTPS1;GUK1;HPRT1;NME2;TYMP;PNP;UCK2;NT5E;AK6;DCTPP1;TYMS;ADK;NT5C3A;APRT;CMPK2;DTYMK;DCTD;CMPK1;ADSL;HDDC2"
"Aldosterone synthesis and secretion",1.04989116559574,0.377212056334259,0.613621455695822,"Up",45,"NR4A2;CALM1;ORAI1;PRKCA;GNAS;ATP1B3;PRKD2;ADCY7;ATP1A1;CALM3"
"Toxoplasmosis",1.0387945409233,0.391576828159501,0.634067065781211,"Up",66,"IL10;TGFB1;IL10RA;STAT3;RELA;MAP2K3;MYD88;IFNGR2;ITGB1;NFKBIB;IRAK1;JAK1;NFKB1;MAPK9;MAP3K7;GNAI2;CHUK;IFNGR1;STAT1;BCL2;LY96;TAB2;MAPK3"
"Retinol metabolism",-1.04875126560421,0.397942867021047,0.63562819935941,"Down",8,"RDH11;DHRS4L2"
"Gap junction",1.03841811257693,0.394859734587603,0.63562819935941,"Up",42,"TUBA4A;PRKCA;TUBA1C;GNAS;PDGFA;TUBB2A;ADCY7;MAP2K1;PRKACA;GRB2;KRAS;GNAI2;TUBA1B;PLCB4;NRAS;MAP3K2;MAPK3"
"Legionellosis",1.03630325955574,0.397772903661211,0.63562819935941,"Up",40,"RELA;HSPD1;MYD88;HSF1;EEF1A1;IL1B;ITGB2;BCL2L13;NFKB2;CASP1;NFKB1;EEF1G;RAB1B;SAR1A;CR1;CASP7"
"Fc gamma R-mediated phagosome formation",1.031786634327,0.401884034432353,0.6362493420103,"Up",67,"NCF1;PRKCA;BIN1;RAC1;CFL1;ARF6;ARPC2;MARCKSL1;ARPC5L;ACTR3C;MAP2K1;CDC42;ASAP1;PIK3R3;VASP;ACTR3;ARPC3;LAT"
"Human papillomavirus infection",1.0232759006107,0.40193655316798,0.6362493420103,"Up",184,"ITGB7;FOXO1;IRF1;PXN;HLA-C;HLA-B;RELA;ATP6V0A4;HLA-E;OASL;HLA-A;PKM;GNAS;ATP6V0C;MAML3;TRAF3;BAX;COL6A2;ATP6V1G1;TBPL1;BCAP31;PARD6B;ATP6V0D1;ITGB1;MAP2K1;CDC42;HLA-F;HDAC1;ATP6V0E1;MDM2;PRKACA;RBL1;JAK1;LFNG;IRF9;ATP6V1F;FAS;NFKB1;GRB2;PIK3R3;CDKN1A"
"Estrogen signaling pathway",-1.01992628598998,0.409566126502875,0.645432333283549,"Down",68,"GABBR1;FKBP5;CREB5;AKT3;PRKCD;CREB3;HSPA1A;SOS1;ITPR2;PLCB1;HSPA1B"
"Thyroid hormone synthesis",-1.02132056379158,0.417388326239053,0.654256975680259,"Down",37,"TSHR;CREB5;CREB3;ITPR2;GSR;PLCB1;CANX;ITPR1;TTF1;PAX8;GNAQ;CREB3L4;PLCB2;PDIA4;CREB1"
"Melanoma",1.02169597776566,0.420726157165492,0.654256975680259,"Up",41,"GADD45B;PDGFA;BAX;MAP2K1;GADD45A;MDM2;PIK3R3;CDKN1A;KRAS;E2F1;CDKN2A;NRAS;MAPK3;PIK3R1;DDB2;MAP2K2;E2F3;CDK4;ARAF"
"Hepatocellular carcinoma",1.01769083255004,0.419470516698369,0.654256975680259,"Up",101,"GADD45B;MYC;ACTB;TGFB1;ACTG1;SMARCD3;FRAT2;PRKCA;GSTO1"
"Histidine metabolism",-1.03853701229726,0.4289084551544,0.657975460793627,"Down",5,"ALDH2"
"Pyruvate metabolism",1.01349572102379,0.438028989480177,0.657975460793627,"Up",31,"LDHA;PKM;MDH2;LDHB;ACAT2;FH;ALDH9A1;ME2;ACAT1"
"Vitamin B6 metabolism",-1.03189109827063,0.43636516830265,0.657975460793627,"Down",5,"PHOSPHO2;PSAT1;PNPO"
"Calcium signaling pathway",1.01130783504757,0.434793847744604,0.657975460793627,"Up",71,"CALM1;ORAI1;NFATC2;VDAC1;PRKCA;GNAS;FLT1;SLC25A5;PDGFA;VDAC2;NFATC3;ADCY7;STIM2;PPP3R1;CALM3;SLC25A6;ORAI3;ATP2A2;PRKACA;NFATC1"
"Oocyte meiosis",1.01074579641271,0.435010315822885,0.657975460793627,"Up",83,"CALM1;YWHAB;YWHAZ;ANAPC13;YWHAQ;PPP1CC;RBX1;ADCY7;PPP3R1;CALM3;MAP2K1;ANAPC11;FBXW11;PRKACA;SKP1;FBXO5;PPP2R5A;MAD2L2;PTTG1;PPP2R5C;RPS6KA3;MAD1L1;CAMK2D;CUL1;PPP1CB;ANAPC15;CDC26;MAPK3;PPP1CA"
"Longevity regulating pathway",-1.00660768296372,0.435703084161004,0.657975460793627,"Down",68,"INSR;CREB5;CAMK4;AKT3;SESN1;CREB3;MTOR;PRKAB2;ULK1;EHMT2;EIF4EBP1;TSC2;AKT1S1;TSC1;PRKAA1;IGF1R;RPTOR;CREB3L4"
"NOD-like receptor signaling pathway",1.01295015589836,0.427510877171631,0.657975460793627,"Up",126,"GBP5;GBP1;GBP4;RIPK1;CYBA;SUGT1;VDAC1;RELA;ATG12;IFI16;TXN2;MYD88;CCL5;TRAF3;OAS3;IL1B;VDAC2;IRF7;NAMPT;CASP4;CASP1;TANK;NFKBIB;OAS2;TRAF5;JAK1;IRF9;NFKB1;MAP1LC3B;MAPK9;MFN2;ATG16L1;GPSM3;TXN;PANX1;STAT2;MAP3K7;CHUK"
"Endometrial cancer",1.01339938408305,0.430591688346341,0.657975460793627,"Up",48,"GADD45B;MYC;BAX;ELK1;MAP2K1;MLH1;GADD45A;GRB2;PIK3R3;CDKN1A"
"Biosynthesis of unsaturated fatty acids",-1.00578484413007,0.444346983057107,0.664637648386266,"Down",21,"SCD;ELOVL6;HSD17B4;ELOVL4;ACOX3;ACAA1;ACOX1;FADS2;FADS1;HACD2"
"Pantothenate and CoA biosynthesis",1.00888082708646,0.448769672518446,0.668420651472622,"Up",12,"PANK2;AASDHPPT;PANK1;PPCS"
"Drug metabolism - other enzymes",0.997747965243313,0.457605729877217,0.675877919023672,"Up",34,"NME1;UPP1;GSTO1;HPRT1;NME2;TYMP;UCK2"
"Apelin signaling pathway",0.999486371480744,0.456168621889906,0.675877919023672,"Up",73,"KLF2;CALM1;EGR1;GNG5;GNG4;RRAS2;PRKAG2;RPS6;TFAM;ADCY7;GNG10;CALM3;GNB1;MAP2K1;GNG2;PRKACA;HDAC5;MAP1LC3B;BECN1;GNB2;GNA13;KRAS;GNAI2"
"Other types of O-glycan biosynthesis",0.991752780590018,0.468287269826958,0.678162459145239,"Up",27,"GALNT3;GALNT4;GALNT12;GALNT1;B4GALT3;XXYLT1;LFNG;GALNT6"
"Endocrine resistance",0.991587333594133,0.468758187057899,0.678162459145239,"Up",60,"FOS;BIK;GNAS;BAX;ADCY7;MAP2K1;MDM2;PRKACA;GRB2;PIK3R3;CDKN1A;MAPK9;KRAS;E2F1;BCL2;CDKN2A;NRAS;RPS6KB1;MAPK3;RPS6KB2;PIK3R1;MAP2K2;E2F3;CDK4;ARAF"
"Hormone signaling",0.992223200538463,0.466496384263252,0.678162459145239,"Up",51,"STAT5A;GNG5;STAT3;GNG4;GNAS;GNA12;ADCY7;GNG10;GNB1;GNG2;PRKACA;PIK3R3;ADIPOR1;GNA15;GNB2;IRS2;GNA13;GNAI2;PLCB4;SLC40A1"
"Complement and coagulation cascades",0.998646252148337,0.461314550616308,0.678162459145239,"Up",15,"PLAU;ITGB2;PLAUR;SERPINE2;SERPINB2;CR1;CD55"
"Inflammatory mediator regulation of TRP channels",0.992573194343221,0.463384512683578,0.678162459145239,"Up",47,"PRKCH;CALM1;PRKCA;GNAS;MAP2K3;IL1B;PPP1CC;PTGER2;ADCY7;CALM3"
"Hippo signaling pathway",0.992495615399851,0.47068993116696,0.678177737558926,"Up",79,"MYC;ID2;ACTB;TGFB1;ACTG1;YWHAB;BBC3;YWHAZ;ID1;NKD2;YWHAQ;PPP1CC;ITGB2;PARD6B"
"Galactose metabolism",-0.974041458875362,0.4872432532007,0.693535759596158,"Down",20,"HKDC1;PFKM;G6PC3;UGP2;GALE;LCT;PFKL"
"Sulfur relay system",0.985379941774359,0.48445576447674,0.693535759596158,"Up",7,"CTU2;URM1;MOCS2;NFS1"
"Small cell lung cancer",0.981124874166981,0.485952201422811,0.693535759596158,"Up",59,"GADD45B;MYC;RELA;TRAF3;BAX;TRAF4;ITGB1;GADD45A;TRAF5;NFKB1;PIK3R3;CDKN1A"
"EGFR tyrosine kinase inhibitor resistance",0.974130066504056,0.495163764925622,0.700327564894932,"Up",48,"STAT3;PRKCA;PDGFA;BAX;RPS6;MAP2K1;JAK1;EIF4E2;GRB2;PIK3R3;KRAS;BCL2;NRAS;RPS6KB1;MAPK3;RPS6KB2;PIK3R1"
"Renin secretion",0.973348071539348,0.495982694684796,0.700327564894932,"Up",30,"CALM1;ORAI1;GNAS;PTGER2;PPP3R1;CALM3;CLCA1;PRKACA"
"Glycosphingolipid biosynthesis - lacto and neolacto series",-0.953833913029848,0.511682449774316,0.719617150479417,"Down",11,"ST3GAL6;ABO;ST3GAL3"
"Arachidonic acid metabolism",0.954570206184324,0.52127202406532,0.722896741463887,"Up",16,"GPX4;EPHX2;HPGD;PLAAT3;PTGES3;AKR1C3;CBR1"
"Virion - Hepatitis viruses",-0.95318681029014,0.518789720917381,0.722896741463887,"Down",20,"DPP4;LAMP2;CLDN5;OCLN;LDLR;CHMP7;PDCD6IP;IST1"
"SNARE interactions in vesicular transport",-0.955485425779323,0.522205861397426,0.722896741463887,"Down",28,"BET1;STX7;STX2;VAMP2;STX16;GOSR2;SEC22B"
"Olfactory transduction",0.956062703967022,0.518710870802504,0.722896741463887,"Up",17,"CALM1;NCALD;CALM3;GNB1;PRKACA;CAMK2D;ARRB1;GRK2"
"Fatty acid metabolism",-0.958457074433882,0.530120481927711,0.730349217449661,"Down",49,"SCD;ACADVL;ACSBG1;CBR4;OXSM;ELOVL6;ACSF3;ACSL6;ACADSB;HSD17B8;HSD17B4"
"ECM-receptor interaction",-0.938932612285646,0.532671927846674,0.730349217449661,"Down",15,"COL9A3;SV2A;ITGA5;ITGA4;ITGA1;ITGAV;CD47;DAG1"
"Melanogenesis",0.951769214301754,0.533796311903718,0.730349217449661,"Up",41,"CALM1;PRKCA;GNAS;ADCY7;CALM3;MAP2K1;PRKACA;FZD6;KRAS;GNAI2;CAMK2D;CREB3L3;PLCB4;NRAS;MAPK3"
"Biosynthesis of nucleotide sugars",-0.944802500056947,0.541110530565715,0.734661604960375,"Down",28,"HKDC1;GMPPA;NAGK;GALK2;UGP2;NANP;GALE;PMM1;GMPPB"
"Adipocytokine signaling pathway",-0.952044726876593,0.54045954045954,0.734661604960375,"Down",48,"ACACB;AKT3;ACSBG1;PPARA;MTOR;TNF;ACSL6;PRKAB2;IKBKB;PCK2;G6PC3;PRKAA1;MAPK10;JAK2;SLC2A1;TRADD"
"Cholinergic synapse",0.948971393197526,0.54567252422401,0.738016862264658,"Up",56,"FOS;GNG5;GNG4;PRKCA;ADCY7;GNG10;GNB1;MAP2K1;GNG2;PRKACA;PIK3R3;GNB2;KRAS;GNAI2;CAMK2D;ATF4;CREB3L3;PLCB4;BCL2;NRAS"
"Cortisol synthesis and secretion",-0.937964328762942,0.548871119473189,0.739509561732961,"Down",26,"CREB5;CREB3;ITPR2;PLCB1;ITPR1;LDLR;GNAQ;CREB3L4;PLCB2;CREB1"
"Autophagy - other",-0.938795636126857,0.55324118207817,0.742563259595414,"Down",29,"PIK3C3;ATG10;MTOR"
"Antifolate resistance",-0.928225112738586,0.559132357004697,0.747627734934311,"Down",20,"ABCC5;TNF;MTR;ABCC1;IKBKB"
"RNA polymerase",0.927636598368283,0.567195440186788,0.755547133531834,"Up",30,"POLR2D;POLR1B;POLR2C;POLR3H;POLR2K;POLR2G;POLR2E;POLR2L;POLR3E;POLR3C;POLR2H;POLR2I"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate",0.913439609025463,0.578578542970973,0.767812878453961,"Up",17,"B4GALT7;B3GALT6;DSEL;CHSY1;CHST12;CHST11;XYLT2;CSGALNACT2;B3GAT3;CHST14;CHPF"
"Integrated stress response (ISR) signaling pathway",0.923177246743755,0.582984424719477,0.770762179498036,"Up",44,"ATF5;BBC3;PPP1R15A;CHCHD2;HSPD1;TRIB3;PPP1CC;HSPA9"
"Metabolism of xenobiotics by cytochrome P450",0.90327090622613,0.587797401839148,0.774225682273206,"Up",11,"AKR1C1;GSTO1"
"Fat digestion and absorption",0.898205698011044,0.596342212744425,0.78256059888023,"Up",13,"ABCA1;ACAT2;ACAT1;PLPP1"
"Polycomb repressive complex",0.924035101990854,0.603172055093589,0.785681680620062,"Up",75,"CBX2;TFDP1;UBE2D3;UBE2D1;SCML2;UBE2D2;PHF19;FOXK2;RNF2;ASXL1;SFMBT1;HDAC1;PHC2;L3MBTL1;SKP1;FBRS;RING1;EZH2;SUZ12;CBX6;MAX;CSNK2B;HDAC2;PHF1;CBX3;USP16"
"Notch signaling pathway",-0.91824033704981,0.601677669131881,0.785681680620062,"Down",44,"NCOR2;HES1;NOTCH3;DVL2;DTX2;DVL3;PTCRA;NCSTN;KAT2A;MFNG;ITCH"
"RNA degradation",0.918036291104636,0.608835471820692,0.788650277483056,"Up",67,"PNPT1;TOB2;LSM5;EXOSC6;EXOSC4;HSPD1;TENT4B;PABPC1;DCP2;TENT4A;ENO1;HSPA9;LSM2;LSM3"
"Cushing syndrome",-0.925190754019849,0.612153473173817,0.788650277483056,"Down",73,"CREB5;CDKN1B;WDR5B;CREB3;ITPR2;ASH2L;PLCB1;DVL2;KMT2D;DVL3;MEN1;ITPR1;LEF1;LDLR;GSK3B;GNAQ;E2F2;CREB3L4;PLCB2;CDK6;AHR;CDKN2C;AIP;CREB1"
"Bile secretion",0.888890898342852,0.611802788844621,0.788650277483056,"Up",17,"GNAS;ATP1B3;FXYD2;ADCY7;ATP1A1;PRKACA"
"Phosphonate and phosphinate metabolism",-0.874169673556943,0.614519427402863,0.788819483175311,"Down",6,"PCYT1B;SELENOI;PCYT1A"
"Ascorbate and aldarate metabolism",-0.871516756100427,0.618098159509202,0.790538588067929,"Down",6,"ALDH2"
"Glycosphingolipid biosynthesis - globo and isoglobo series",-0.867195122716813,0.624875750896754,0.79632180529442,"Down",8,"ABO;NAGA"
"Gastric cancer",-0.91681374202769,0.627738376674547,0.797092255273795,"Down",70,"CTNNA1;LRP6;CDKN1B;AKT3;POLK;SOS1;MTOR;SMAD3;DVL2;DVL3"
"Pentose phosphate pathway",0.878935019977433,0.636223344556678,0.797317307620759,"Up",22,"ALDOA;TKTL1;GLYCTK;PGD;PFKP;GPI;PRPS1;RPIA"
"Carbon metabolism",0.909448310293318,0.636950370393921,0.797317307620759,"Up",82,"ALDOA;PGAM1;PGK1;PKM;TKTL1;GAPDH;MDH2;HK1;ENO1;GLYCTK;GLUD1;ACAT2;FH;PGD;ME2;ACAT1;SDHB;GCSH;PFKP;IDH3B;GPI;PRPS1;RPIA"
"p53 signaling pathway",0.902193173074802,0.634298265744353,0.797317307620759,"Up",59,"GADD45B;SHISA5;EI24;BBC3;BAX;BID;CD82;PPM1D;GADD45A;MDM2;ZMAT3;FAS;CDKN1A"
"Glucagon signaling pathway",-0.915092568865039,0.634553058024046,0.797317307620759,"Down",68,"CREB5;ACACB;AKT3;PHKB;CREB3;PPARA;ITPR2;PLCB1;PHKA2;PRKAB2;PFKM;ITPR1;PCK2;G6PC3;PRKAA1;GNAQ;PYGB;CREB3L4;PLCB2;SLC2A1;PDE3B;PFKL"
"Primary bile acid biosynthesis",-0.829752684567746,0.669713948687703,0.830316552504602,"Down",5,"HSD17B4;SLC27A5;ACOT8;AMACR"
"N-Glycan biosynthesis",0.875645099406244,0.670368887999466,0.830316552504602,"Up",48,"ALG3;B4GALT3;MGAT4B;ALG13;OSTC;DDOST;STT3B;MGAT2;KRTCAP2;MGAT1;ALG6;ALG5;SRD5A3;FUT8;MAN2A2;ALG14;RPN2;OST4;ALG2;ALG12;DPM1;DAD1;DPM3;MAN1A2"
"Axon guidance",0.89586270878607,0.666729893778452,0.830316552504602,"Up",85,"MYL12A;NFATC2;PRKCA;RAC1;CFL1;EPHA4;ROBO3;MYL12B;NTNG2;NFATC3;PARD6B;PPP3R1;SEMA7A;ITGB1;CDC42;MYL5"
"cGMP-PKG signaling pathway",0.890455758977474,0.676926511865272,0.833557836190766,"Up",81,"CALM1;NFATC2;VDAC1;SLC25A5;ATP1B3;FXYD2;PPP1CC;VDAC2;NFATC3;GNA12;ADCY7;PPP3R1;ATP1A1;CALM3;SLC25A6;MAP2K1;ATP2A2;NFATC1;VASP;ATP2B1;ROCK1;IRS2;GNA13;GNAI2;ATF4;CREB3L3;PLCB4;PPP1CB"
"Insulin signaling pathway",-0.90913762489925,0.677708495713172,0.833557836190766,"Down",99,"INSR;HKDC1;ACACB;SREBF1;AKT3;PHKB;CRK;SOS1;MTOR;SOCS2;PHKA2;PRKAB2;IKBKB;EIF4EBP1;PCK2;CBL;G6PC3;TSC2;TSC1;PRKAA1;MAPK10;GSK3B;PYGB;RPTOR;SOCS4;PDE3B"
"Vascular smooth muscle contraction",0.873413774295403,0.683044730655895,0.837204131671982,"Up",52,"PRKCH;CALM1;PRKCA;GNAS;PPP1CC;GNA12;ADCY7;CALM3;MAP2K1"
"Metabolic pathways",0.946287577453846,0.688922468906195,0.841486614269505,"Up",923,"ACAA2;FUT7;LAP3;UXS1;KDSR;MTHFD2;GALNT3;LDHA;PDE4B;NDUFAB1;PGAP1;NME1;UPP1;GCH1;TIGAR;CERS4;ALDOA;GPX4;COX7A2L;PANK2;PGAM1;ODC1;SMPD2;PGK1;ATP5F1B;COX5A;NDUFA6;SGMS1;AKR1C1;UQCRH;TXNDC12;SRM;ATP6V0A4;GCLM;EPHX2;COX4I1;GPX7;GALNT4;COX6C;GSTO1;COX6A1;NDUFB7;ATP5F1E;CTPS1;PKM;NDUFC2;NDUFV2;ATP5MG;HACD3;EBP;NDUFA12;B4GALT7;CHKA;ATP6V0C;ALG3;COX7A2;CISD1;CYP51A1;PLCH2;COX7B;GNPDA2;GUK1;B3GALT6;TKTL1;ATP5PF;MIF;DSEL;GALNT12;NDUFB9;SMS;PFKFB3;HPRT1;NME2;ISYNA1;ATP6V1G1;GAPDH;SMYD2;PDE4D;GLCE;MDH2;ZNF408;AASDHPPT;UQCRB;ELOVL1;PDXP;CYC1;CHSY1;GALNT1;NADK;HK1;ATP5F1C;ENO1;SMPD1;ITPK1;UQCR11;COX8A;ADO;ST3GAL5;B3GNT2;DEGS1;LDHB;ADCY7;TYMP;UAP1;DGKD;PNP;RFK;ATP6V0D1;DHCR7;UCK2;B4GALT3;ATP5PB;NT5E;GLYCTK;NAMPT;ALDH1A2;ATP5F1A;GLA;NDUFA2;GLUD1;AK6;NDUFB11;MGAT4B;PIGH;CHPT1;MOCS2;NDUFA9;ACAT2;FH;HLCS;MINPP1;ATP6V0E1;GYG1;ALDH9A1;PAICS;SPTLC1;NDUFB2;PGD;NDUFS4;NDUFS3;ST3GAL4;GGCT;DCTPP1;HACD4;IDI1;ATP6V1F;ACAT1;PDE6G;ALG13;ACP5;B4GALT6;PANK1;PPT1;PPCS;EXTL2;PPAT;NDUFA1;SDHB;RXYLT1;EZH2;GCSH;GALNT6;ATP5MC3;PTS;NFS1;FAHD1;TYMS;CHST10;DDOST;MTMR14;UQCR10;ACP1;NEU4;PFKP;MAT2B;ATP5ME;UQCRHL;PTDSS2;ADK;GNS;ACSL4;ATP5MC1;NT5C3A;ATP5MC2;PLAAT3;PTGES3;COX6B1;IDH3B;APRT;HMOX2;PIGS;NDUFB4;STT3B;GPI;AKR1C3;TRIT1;CMPK2;PMM2;PLPP1;B3GALT4;MGAT2;PDHX;GAMT;GGCX;COX17;PTDSS1;PGAP2;MCAT;PRPS1;SQLE;PRDX6;ACSL5;RPIA;SAT1;IDS;DTYMK;ATP5MF;GNPNAT1;NDUFS5;MGAT1;COX7C;SCLY;KMT5A;MMAB;CA8;CD38;MTMR2;COX5B;COQ2;DHCR24;NDUFB3;IMPA1;PI4K2B;PHGDH;PLCB4;KMT5C;MGST3;UQCRFS1;ALG6;ALDH18A1;CBR1;DCTD;NDUFA7;PDE9A"
"Platinum drug resistance",0.864033546850808,0.701434116176567,0.853814631070098,"Up",54,"BBC3;GSTO1;BAX;BID;MLH1;ATP7A;SLC31A1;MDM2;FAS;ERCC1;PIK3R3;CDKN1A"
"Glycine, serine and threonine metabolism",0.822239752345844,0.709056630620376,0.86012711549482,"Up",17,"PGAM1;GLYCTK;GCSH;GAMT;PHGDH;BPGM;SRR"
"Signaling pathways regulating pluripotency of stem cells",-0.873332916576128,0.717190959172116,0.867015097903277,"Down",61,"ACVR2B;BMPR2;AKT3;FGFR1;BMPR1B;PCGF3;SMAD3;ZFHX3;DVL2;DVL3"
"Amino sugar and nucleotide sugar metabolism",-0.836145973816444,0.723212583412774,0.869940619116223,"Down",29,"HKDC1;GMPPA;NAGK;GALK2"
"Phospholipase D signaling pathway",0.865005051637726,0.724539779093965,0.869940619116223,"Up",79,"FCER1G;RALA;PRKCA;GNAS;ARF6;RRAS2;PDGFA;GNA12;ADCY7;CYTH1;DGKD;LPAR5;MAP2K1"
"Apoptosis - multiple species",0.823447982834219,0.731039983354718,0.874769878387171,"Up",27,"BBC3;BAX;BID;DIABLO;MAPK9;BECN1;HTRA2;CASP7;BCL2;PMAIP1;CYCS;BIRC2;FADD;BAK1;TNFRSF1A"
"Adrenergic signaling in cardiomyocytes",0.856269476531401,0.733649993537547,0.874927188239034,"Up",71,"CALM1;TPM3;PRKCA;CREM;GNAS;RPS6KA5;ATP1B3;FXYD2;PPP1CC;ADCY7;ATP1A1;CALM3;ATP2A2;TPM4;PRKACA;PPP2R5A;ATP2B1;PPP2R5C;GNAI2;CAMK2D;ATF4;CREB3L3;PLCB4;BCL2;PPP1CB"
"Wnt signaling pathway",0.860763665482573,0.738366211431462,0.877586776549852,"Up",85,"MYC;MCC;NFATC2;FRAT2;PRKCA;RAC1;NKD2;CACYBP;NFATC3;RBX1;PPP3R1;FBXW11;PRKACA;NFATC1;SKP1;MAPK9;FZD6;AXIN1;RAC2;CSNK2B;MAP3K7;CAMK2D;CUL1;CSNK2A1"
"Fatty acid degradation",0.820246132753281,0.741587693998077,0.878457905977588,"Up",30,"ACAA2;ECI1;ACAT2;ALDH9A1;ACAT1;CPT2;ACSL4;ACSL5;CPT1A"
"Pyrimidine metabolism",0.829659985797684,0.745464301284416,0.878872140824286,"Up",43,"NME1;UPP1;CTPS1;NME2;TYMP;UCK2;NT5E;DCTPP1;TYMS;NT5C3A;CMPK2;DTYMK;DCTD;CMPK1;HDDC2"
"Breast cancer",-0.865123047743537,0.746916833561716,0.878872140824286,"Down",73,"LRP6;AKT3;FLT4;FGFR1;POLK;SOS1;HES1;MTOR;NOTCH3;DVL2;DVL3"
"Steroid hormone biosynthesis",0.766996794513782,0.765749190462172,0.897557711609234,"Up",10,"AKR1C1;AKR1C3;HSD17B12;SRD5A3"
"One carbon pool by folate",0.786341468931331,0.775322671156005,0.897557711609234,"Up",22,"MTHFD2;GCSH;TYMS;MAT2B;MTHFD2L;AHCY;DHFR2"
"Porphyrin metabolism",0.779739367904743,0.770949720670391,0.897557711609234,"Up",18,"FTL;FTH1"
"2-Oxocarboxylic acid metabolism",-0.795298288834533,0.775510204081633,0.897557711609234,"Down",23,"IDH1;ACO1;DHTKD1;BCKDHB"
"Motor proteins",0.844980109585478,0.774243233898092,0.897557711609234,"Up",91,"ACTB;TUBA4A;TPM3;MYO1F;ACTG1;MYL12A;TUBA1C;TNNT3;TUBB2A;KIFC3;MYL12B"
"Valine, leucine and isoleucine degradation",-0.817988232284589,0.779459300617103,0.899180173587703,"Down",38,"AACS;ALDH2;ACSF3;ACADSB;ACAD8;MMUT;HIBCH;BCKDHB;MCEE;ACAA1;ACADS;IVD;HADH;MCCC1;BCKDHA;ALDH6A1"
"Tryptophan metabolism",-0.767378003817125,0.789564272126098,0.905198385486245,"Down",16,"ALDH2;KYAT1;DHTKD1"
"Various types of N-glycan biosynthesis",0.795074470622924,0.789804823597064,0.905198385486245,"Up",37,"ALG3;B4GALT3;MGAT4B;ALG13;OSTC;DDOST;STT3B;MGAT2;KRTCAP2;MGAT1;FUT8;MAN2A2;ALG14;RPN2;OST4;ALG2;ALG12"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",-0.784430635996949,0.801228443184503,0.915319224738283,"Down",27,"PIGL;PIGZ;PIGA;PIGM;PIGO;PIGK;PIGV;PIGN"
"Thiamine metabolism",0.719870150559673,0.808375108363801,0.92050455887878,"Up",6,"NFS1;ACP1"
"Ovarian steroidogenesis",-0.730641466128417,0.814806620054872,0.924844813116945,"Down",11,"INSR;LDLR;IGF1R;HSD17B7;PLA2G4B"
"Peroxisome",-0.811237663382167,0.821495850516776,0.929448830873147,"Down",55,"PEX5L;IDH1;ABCD4;GNPAT;ACSL6;PEX26;HACL1;PEX10;HSD17B4;PEX14;PHYH;MLYCD;ACOX3;PEX5;ACAA1;ACOX1"
"Cell cycle",0.836621136606311,0.827726410264133,0.933506143205236,"Up",138,"GADD45B;MYC;TGFB1;YWHAB;YWHAZ;TFDP1;CDKN2D;ANAPC13;YWHAQ;RBX1;ORC4;GADD45A;ANAPC11;HDAC1;MDM2;CDC25B;RBL1;RAD21;CDKN1A;SKP1;FBXO5;PPP2R5A;MAD2L2;PTTG1;PPP2R5C;DBF4;MAD1L1;MAD2L1BP;HDAC2;E2F1;CUL1;MCM4;PCNA"
"Lipoic acid metabolism",-0.711661289877889,0.843123304726755,0.947842441301098,"Down",12,"DHTKD1;LIAS;BCKDHB;BCKDHA;DBT"
"Biosynthesis of various nucleotide sugars",-0.709389677251889,0.851068606321839,0.948095808385998,"Down",14,"GMPPA;UGP2;NANP;GMPPB"
"Basal transcription factors",0.746876918554857,0.861512979989183,0.948095808385998,"Up",38,"TAF4B;TAF5L;ERCC3;TBPL1;TAF10;TAF13"
"ATP-dependent chromatin remodeling",0.7952240623219,0.854267693575481,0.948095808385998,"Up",84,"CHRAC1;ACTB;ACTG1;SMARCD3;BCL7B;MRGBP;BPTF;POLE3;HDAC1;ACTR6;UCHL5;MCRS1;MBD2;CDK2AP1;ACTR5;SMARCD2;ING3;HDAC2;MTA2;INO80"
"Longevity regulating pathway - multiple species",0.756488107741777,0.856845288090039,0.948095808385998,"Up",42,"FOXO1;PRKAG2;SOD2;ADCY7;HDAC1;EIF4EBP2;PRKACA;SOD1;PIK3R3;IRS2;KRAS;HDAC2;NRAS;RPS6KB1;PRKAB1;RPS6KB2;PIK3R1"
"Renin-angiotensin system",0.688757667447965,0.850351784983062,0.948095808385998,"Up",8,"CTSG;CTSA;ATP6AP2;PRCP"
"Circadian rhythm",-0.746788196675215,0.853437278525868,0.948095808385998,"Down",27,"RORC;PER1;CSNK1E;CRY2;PRKAB2;RORA"
"Chemical carcinogenesis - DNA adducts",0.678797560834693,0.862149446152706,0.948095808385998,"Up",9,"GSTO1;MGST3;CBR1;SULT1A1;GSTK1"
"Purine metabolism",0.774300777976147,0.872864662382536,0.954534733247918,"Up",70,"PDE4B;NME1;GUK1;HPRT1;NME2;PDE4D;ADCY7;PNP;NT5E;AK6;PAICS;PDE6G;PPAT;ADK;APRT"
