"original","reviewed","changed","reviewed_symbol_valid"
"SFTPD","SFTPD",FALSE,TRUE
"STX12","STX12",FALSE,TRUE
"UVRAG","UVRAG",FALSE,TRUE
"EBAG9","EBAG9",FALSE,TRUE
"FKBP4","FKBP4",FALSE,TRUE
"FKBP5","FKBP5",FALSE,TRUE
"GREB1","GREB1",FALSE,TRUE
"TFF1","TFF1",FALSE,TRUE
"ASGR1","ASGR1",FALSE,TRUE
"ASGR2","ASGR2",FALSE,TRUE
"DUOX1","DUOX1",FALSE,TRUE
"DUOX2","DUOX2",FALSE,TRUE
"DUOXA2","DUOXA2",FALSE,TRUE
"IYD","IYD",FALSE,TRUE
"SERPINA7","SERPINA7",FALSE,TRUE
"SLC26A4","SLC26A4",FALSE,TRUE
"SLC5A5","SLC5A5",FALSE,TRUE
"TG","TG",FALSE,TRUE
"TTF1","TTF1",FALSE,TRUE
"TTF2","TTF2",FALSE,TRUE
"TTR","TTR",FALSE,TRUE
"KDELR1","KDELR1",FALSE,TRUE
"KDELR2","KDELR2",FALSE,TRUE
"KDELR3","KDELR3",FALSE,TRUE
"DCLRE1C","DCLRE1C",FALSE,TRUE
"IGLL1","IGLL1",FALSE,TRUE
"LIG4","LIG4",FALSE,TRUE
"NHEJ1","NHEJ1",FALSE,TRUE
"POLM","POLM",FALSE,TRUE
"XRCC4","XRCC4",FALSE,TRUE
"XRCC5","XRCC5",FALSE,TRUE
"XRCC6","XRCC6",FALSE,TRUE
"ARHGEF4","ARHGEF4",FALSE,TRUE
"CYRIA","CYRIA",FALSE,TRUE
"CYRIB","CYRIB",FALSE,TRUE
"FGD1","FGD1",FALSE,TRUE
"FGD3","FGD3",FALSE,TRUE
"IQGAP2","IQGAP2",FALSE,TRUE
"IQGAP3","IQGAP3",FALSE,TRUE
"RGCC","RGCC",FALSE,TRUE
"SPATA13","SPATA13",FALSE,TRUE
"SSH1","SSH1",FALSE,TRUE
"SSH2","SSH2",FALSE,TRUE
"SSH3","SSH3",FALSE,TRUE
"TMSB4X","TMSB4X",FALSE,TRUE
"TMSB4Y","TMSB4Y",FALSE,TRUE
"FFAR1","FFAR1",FALSE,TRUE
"KCNN1","KCNN1",FALSE,TRUE
"KCNN3","KCNN3",FALSE,TRUE
"PCLO","PCLO",FALSE,TRUE
"RIMS2","RIMS2",FALSE,TRUE
"TRPM4","TRPM4",FALSE,TRUE
"AIFM2","AIFM2",FALSE,TRUE
"CD82","CD82",FALSE,TRUE
"EI24","EI24",FALSE,TRUE
"GORAB","GORAB",FALSE,TRUE
"GTSE1","GTSE1",FALSE,TRUE
"PERP","PERP",FALSE,TRUE
"PPM1D","PPM1D",FALSE,TRUE
"RPRM","RPRM",FALSE,TRUE
"SESN1","SESN1",FALSE,TRUE
"SESN2","SESN2",FALSE,TRUE
"SESN3","SESN3",FALSE,TRUE
"SHISA5","SHISA5",FALSE,TRUE
"SIVA1","SIVA1",FALSE,TRUE
"TP53I3","TP53I3",FALSE,TRUE
"ZMAT3","ZMAT3",FALSE,TRUE
"ZNF385A","ZNF385A",FALSE,TRUE
"ASIC1","ASIC1",FALSE,TRUE
"ASIC3","ASIC3",FALSE,TRUE
"ASIC4","ASIC4",FALSE,TRUE
"ASIC5","ASIC5",FALSE,TRUE
"TRPA1","TRPA1",FALSE,TRUE
"TRPM8","TRPM8",FALSE,TRUE
"TRPV2","TRPV2",FALSE,TRUE
"TRPV3","TRPV3",FALSE,TRUE
"CREM","CREM",FALSE,TRUE
"KCNE1","KCNE1",FALSE,TRUE
"KCNE1B","LOC102723475",TRUE,TRUE
"SCN7A","SCN7A",FALSE,TRUE
"APOA5","APOA5",FALSE,TRUE
"AQP7","AQP7",FALSE,TRUE
"AQP7B","AQP7B",FALSE,TRUE
"DBI","DBI",FALSE,TRUE
"FABP2","FABP2",FALSE,TRUE
"FABP3","FABP3",FALSE,TRUE
"FABP4","FABP4",FALSE,TRUE
"FABP5","FABP5",FALSE,TRUE
"FABP6","FABP6",FALSE,TRUE
"FABP7","FABP7",FALSE,TRUE
"PLIN2","PLIN2",FALSE,TRUE
"PLIN4","PLIN4",FALSE,TRUE
"PLIN5","PLIN5",FALSE,TRUE
"ABCA10","ABCA10",FALSE,TRUE
"ABCA13","ABCA13",FALSE,TRUE
"ABCA3","ABCA3",FALSE,TRUE
"ABCA4","ABCA4",FALSE,TRUE
"ABCA6","ABCA6",FALSE,TRUE
"ABCA7","ABCA7",FALSE,TRUE
"ABCA8","ABCA8",FALSE,TRUE
"ABCA9","ABCA9",FALSE,TRUE
"ABCB10","ABCB10",FALSE,TRUE
"ABCB4","ABCB4",FALSE,TRUE
"ABCB5","ABCB5",FALSE,TRUE
"ABCB6","ABCB6",FALSE,TRUE
"ABCB7","ABCB7",FALSE,TRUE
"ABCB8","ABCB8",FALSE,TRUE
"ABCC10","ABCC10",FALSE,TRUE
"ABCC11","ABCC11",FALSE,TRUE
"ABCC12","ABCC12",FALSE,TRUE
"ABCC6","ABCC6",FALSE,TRUE
"ABCC9","ABCC9",FALSE,TRUE
"ABCD1","ABCD1",FALSE,TRUE
"ABCD2","ABCD2",FALSE,TRUE
"ABCD3","ABCD3",FALSE,TRUE
"ABCG4","ABCG4",FALSE,TRUE
"HMMR","HMMR",FALSE,TRUE
"MEPE","MEPE",FALSE,TRUE
"SV2A","SV2A",FALSE,TRUE
"SV2B","SV2B",FALSE,TRUE
"SV2C","SV2C",FALSE,TRUE
"BTG1","BTG1",FALSE,TRUE
"BTG2","BTG2",FALSE,TRUE
"BTG3","BTG3",FALSE,TRUE
"BTG4","BTG4",FALSE,TRUE
"C1D","C1D",FALSE,TRUE
"CNOT1","CNOT1",FALSE,TRUE
"CNOT10","CNOT10",FALSE,TRUE
"CNOT2","CNOT2",FALSE,TRUE
"CNOT3","CNOT3",FALSE,TRUE
"CNOT4","CNOT4",FALSE,TRUE
"CNOT6","CNOT6",FALSE,TRUE
"CNOT6L","CNOT6L",FALSE,TRUE
"CNOT7","CNOT7",FALSE,TRUE
"CNOT8","CNOT8",FALSE,TRUE
"CNOT9","CNOT9",FALSE,TRUE
"DCP1A","DCP1A",FALSE,TRUE
"DCP1B","DCP1B",FALSE,TRUE
"DCP2","DCP2",FALSE,TRUE
"DCPS","DCPS",FALSE,TRUE
"DDX6","DDX6",FALSE,TRUE
"DHX36","DHX36",FALSE,TRUE
"DIS3","DIS3",FALSE,TRUE
"DIS3L","DIS3L",FALSE,TRUE
"EDC3","EDC3",FALSE,TRUE
"EDC4","EDC4",FALSE,TRUE
"EXOSC1","EXOSC1",FALSE,TRUE
"EXOSC10","EXOSC10",FALSE,TRUE
"EXOSC2","EXOSC2",FALSE,TRUE
"EXOSC3","EXOSC3",FALSE,TRUE
"EXOSC4","EXOSC4",FALSE,TRUE
"EXOSC5","EXOSC5",FALSE,TRUE
"EXOSC6","EXOSC6",FALSE,TRUE
"EXOSC7","EXOSC7",FALSE,TRUE
"EXOSC8","EXOSC8",FALSE,TRUE
"EXOSC9","EXOSC9",FALSE,TRUE
"LSM1","LSM1",FALSE,TRUE
"MPHOSPH6","MPHOSPH6",FALSE,TRUE
"MTREX","MTREX",FALSE,TRUE
"PABPC1","PABPC1",FALSE,TRUE
"PABPC1L","PABPC1L",FALSE,TRUE
"PABPC1L2A","PABPC1L2A",FALSE,TRUE
"PABPC1L2B","PABPC1L2B",FALSE,TRUE
"PABPC3","PABPC3",FALSE,TRUE
"PABPC4","PABPC4",FALSE,TRUE
"PABPC4L","PABPC4L",FALSE,TRUE
"PABPC5","PABPC5",FALSE,TRUE
"PAN2","PAN2",FALSE,TRUE
"PAN3","PAN3",FALSE,TRUE
"PARN","PARN",FALSE,TRUE
"PATL1","PATL1",FALSE,TRUE
"PNLDC1","PNLDC1",FALSE,TRUE
"PNPT1","PNPT1",FALSE,TRUE
"SKIC2","SKIC2",FALSE,TRUE
"SKIC3","SKIC3",FALSE,TRUE
"SKIC8","SKIC8",FALSE,TRUE
"TENT4A","TENT4A",FALSE,TRUE
"TENT4B","TENT4B",FALSE,TRUE
"TOB1","TOB1",FALSE,TRUE
"TOB2","TOB2",FALSE,TRUE
"ZCCHC7","ZCCHC7",FALSE,TRUE
"AMPH","AMPH",FALSE,TRUE
"ASAP1","ASAP1",FALSE,TRUE
"ASAP2","ASAP2",FALSE,TRUE
"ASAP3","ASAP3",FALSE,TRUE
"BIN1","BIN1",FALSE,TRUE
"CTU1","CTU1",FALSE,TRUE
"CTU2","CTU2",FALSE,TRUE
"MOCS3","MOCS3",FALSE,TRUE
"URM1","URM1",FALSE,TRUE
"EIF2AK4","EIF2AK4",FALSE,TRUE
"EPG5","EPG5",FALSE,TRUE
"GORASP1","GORASP1",FALSE,TRUE
"GORASP2","GORASP2",FALSE,TRUE
"PRAP1","PRAP1",FALSE,TRUE
"RAB33B","RAB33B",FALSE,TRUE
"SH3GLB1","SH3GLB1",FALSE,TRUE
"SUPT20H","SUPT20H",FALSE,TRUE
"SUPT20HL1","SUPT20HL1",FALSE,TRUE
"SUPT20HL2","SUPT20HL2",FALSE,TRUE
"TP53INP2","TP53INP2",FALSE,TRUE
"VMP1","VMP1",FALSE,TRUE
"WDFY3","WDFY3",FALSE,TRUE
"WDR45","WDR45",FALSE,TRUE
"WDR45B","WDR45B",FALSE,TRUE
"GTF2F1","GTF2F1",FALSE,TRUE
"GTF2F2","GTF2F2",FALSE,TRUE
"TAF1","TAF1",FALSE,TRUE
"TAF10","TAF10",FALSE,TRUE
"TAF11","TAF11",FALSE,TRUE
"TAF12","TAF12",FALSE,TRUE
"TAF13","TAF13",FALSE,TRUE
"TAF1L","TAF1L",FALSE,TRUE
"TAF2","TAF2",FALSE,TRUE
"TAF3","TAF3",FALSE,TRUE
"TAF5","TAF5",FALSE,TRUE
"TAF5L","TAF5L",FALSE,TRUE
"TAF6","TAF6",FALSE,TRUE
"TAF6L","TAF6L",FALSE,TRUE
"TAF7","TAF7",FALSE,TRUE
"TAF7L","TAF7L",FALSE,TRUE
"TAF8","TAF8",FALSE,TRUE
"TAF9","TAF9",FALSE,TRUE
"TAF9B","TAF9B",FALSE,TRUE
"GDPD5","GDPD5",FALSE,TRUE
"GNPAT","GNPAT",FALSE,TRUE
"LPGAT1","LPGAT1",FALSE,TRUE
"LYPLA2","LYPLA2",FALSE,TRUE
"MBOAT7","MBOAT7",FALSE,TRUE
"PLPP4","PLPP4",FALSE,TRUE
"PLPP5","PLPP5",FALSE,TRUE
"PNPLA6","PNPLA6",FALSE,TRUE
"PNPLA7","PNPLA7",FALSE,TRUE
"TAFAZZIN","TAFAZZIN",FALSE,TRUE
"ANTXR1","ANTXR1",FALSE,TRUE
"ANTXR2","ANTXR2",FALSE,TRUE
"CARD16","CARD16",FALSE,TRUE
"CARD18","CARD18",FALSE,TRUE
"CARD6","CARD6",FALSE,TRUE
"CARD8","CARD8",FALSE,TRUE
"DHX33","DHX33",FALSE,TRUE
"GBP1","GBP1",FALSE,TRUE
"GBP2","GBP2",FALSE,TRUE
"GBP3","GBP3",FALSE,TRUE
"GBP4","GBP4",FALSE,TRUE
"GBP5","GBP5",FALSE,TRUE
"GBP7","GBP7",FALSE,TRUE
"GPRC6A","GPRC6A",FALSE,TRUE
"GPSM3","GPSM3",FALSE,TRUE
"NEK7","NEK7",FALSE,TRUE
"NLRP1","NLRP1",FALSE,TRUE
"NLRP12","NLRP12",FALSE,TRUE
"NLRP6","NLRP6",FALSE,TRUE
"NLRP7","NLRP7",FALSE,TRUE
"PSTPIP1","PSTPIP1",FALSE,TRUE
"PYDC1","PYDC1",FALSE,TRUE
"PYDC2","PYDC2",FALSE,TRUE
"PYDC5","PYDC5",FALSE,TRUE
"SUGT1","SUGT1",FALSE,TRUE
"TP53BP1","TP53BP1",FALSE,TRUE
"TRIP6","TRIP6",FALSE,TRUE
"TXNIP","TXNIP",FALSE,TRUE
"CYP7B1","CYP7B1",FALSE,TRUE
"DHRS11","DHRS11",FALSE,TRUE
"ANO2","ANO2",FALSE,TRUE
"NCALD","NCALD",FALSE,TRUE
"olfactory receptor 2A1/2A42","olfactory receptor 2A1/2A42",FALSE,FALSE
"olfactory receptor 2A7 isoform X8","olfactory receptor 2A7 isoform X8",FALSE,FALSE
"olfactory receptor 4N4","olfactory receptor 4N4",FALSE,FALSE
"OR10A2","OR10A2",FALSE,TRUE
"OR10A3","OR10A3",FALSE,TRUE
"OR10A4","OR10A4",FALSE,TRUE
"OR10A5","OR10A5",FALSE,TRUE
"OR10A6","OR10A6",FALSE,TRUE
"OR10A7","OR10A7",FALSE,TRUE
"OR10AC1","OR10AC1",FALSE,TRUE
"OR10AD1","OR10AD1",FALSE,TRUE
"OR10AG1","OR10AG1",FALSE,TRUE
"OR10C1","OR10C1",FALSE,TRUE
"OR10D3","OR10D3",FALSE,TRUE
"OR10G2","OR10G2",FALSE,TRUE
"OR10G3","OR10G3",FALSE,TRUE
"OR10G4","OR10G4",FALSE,TRUE
"OR10G6","OR10G6",FALSE,TRUE
"OR10G7","OR10G7",FALSE,TRUE
"OR10G8","OR10G8",FALSE,TRUE
"OR10G9","OR10G9",FALSE,TRUE
"OR10H1","OR10H1",FALSE,TRUE
"OR10H2","OR10H2",FALSE,TRUE
"OR10H3","OR10H3",FALSE,TRUE
"OR10H4","OR10H4",FALSE,TRUE
"OR10H5","OR10H5",FALSE,TRUE
"OR10J1","OR10J1",FALSE,TRUE
"OR10J4","OR10J4",FALSE,TRUE
"OR10J5","OR10J5",FALSE,TRUE
"OR10K1","OR10K1",FALSE,TRUE
"OR10K2","OR10K2",FALSE,TRUE
"OR10P1","OR10P1",FALSE,TRUE
"OR10Q1","OR10Q1",FALSE,TRUE
"OR10R2","OR10R2",FALSE,TRUE
"OR10S1","OR10S1",FALSE,TRUE
"OR10T2","OR10T2",FALSE,TRUE
"OR10V1","OR10V1",FALSE,TRUE
"OR10W1","OR10W1",FALSE,TRUE
"OR10X1","OR10X1",FALSE,TRUE
"OR10Z1","OR10Z1",FALSE,TRUE
"OR11A1","OR11A1",FALSE,TRUE
"OR11G2","OR11G2",FALSE,TRUE
"OR11H1","OR11H1",FALSE,TRUE
"OR11H12","OR11H12",FALSE,TRUE
"OR11H2","OR11H2",FALSE,TRUE
"OR11H4","OR11H4",FALSE,TRUE
"OR11H6","OR11H6",FALSE,TRUE
"OR11H7","OR11H7",FALSE,TRUE
"OR11L1","OR11L1",FALSE,TRUE
"OR12D1","OR12D1",FALSE,TRUE
"OR12D2","OR12D2",FALSE,TRUE
"OR12D3","OR12D3",FALSE,TRUE
"OR13A1","OR13A1",FALSE,TRUE
"OR13C2","OR13C2",FALSE,TRUE
"OR13C3","OR13C3",FALSE,TRUE
"OR13C4","OR13C4",FALSE,TRUE
"OR13C5","OR13C5",FALSE,TRUE
"OR13C8","OR13C8",FALSE,TRUE
"OR13C9","OR13C9",FALSE,TRUE
"OR13D1","OR13D1",FALSE,TRUE
"OR13F1","OR13F1",FALSE,TRUE
"OR13G1","OR13G1",FALSE,TRUE
"OR13H1","OR13H1",FALSE,TRUE
"OR13J1","OR13J1",FALSE,TRUE
"OR14A16","OR14A16",FALSE,TRUE
"OR14A2","OR14A2",FALSE,TRUE
"OR14C36","OR14C36",FALSE,TRUE
"OR14I1","OR14I1",FALSE,TRUE
"OR14J1","OR14J1",FALSE,TRUE
"OR14K1","OR14K1",FALSE,TRUE
"OR1A1","OR1A1",FALSE,TRUE
"OR1A2","OR1A2",FALSE,TRUE
"OR1B1","OR1B1",FALSE,TRUE
"OR1C1","OR1C1",FALSE,TRUE
"OR1D2","OR1D2",FALSE,TRUE
"OR1D4","OR1D4",FALSE,TRUE
"OR1D5","OR1D5",FALSE,TRUE
"OR1E1","OR1E1",FALSE,TRUE
"OR1E2","OR1E2",FALSE,TRUE
"OR1F1","OR1F1",FALSE,TRUE
"OR1G1","OR1G1",FALSE,TRUE
"OR1I1","OR1I1",FALSE,TRUE
"OR1J1","OR1J1",FALSE,TRUE
"OR1J2","OR1J2",FALSE,TRUE
"OR1J4","OR1J4",FALSE,TRUE
"OR1K1","OR1K1",FALSE,TRUE
"OR1L1","OR1L1",FALSE,TRUE
"OR1L3","OR1L3",FALSE,TRUE
"OR1L4","OR1L4",FALSE,TRUE
"OR1L6","OR1L6",FALSE,TRUE
"OR1L8","OR1L8",FALSE,TRUE
"OR1M1","OR1M1",FALSE,TRUE
"OR1N1","OR1N1",FALSE,TRUE
"OR1N2","OR1N2",FALSE,TRUE
"OR1Q1","OR1Q1",FALSE,TRUE
"OR1R1","OR1R1",FALSE,FALSE
"OR1S1","OR1S1",FALSE,TRUE
"OR1S2","OR1S2",FALSE,TRUE
"OR2A1","OR2A1",FALSE,TRUE
"OR2A12","OR2A12",FALSE,TRUE
"OR2A14","OR2A14",FALSE,TRUE
"OR2A2","OR2A2",FALSE,TRUE
"OR2A25","OR2A25",FALSE,TRUE
"OR2A4","OR2A4",FALSE,TRUE
"OR2A42","OR2A42",FALSE,TRUE
"OR2A5","OR2A5",FALSE,TRUE
"OR2A7","OR2A7",FALSE,TRUE
"OR2AE1","OR2AE1",FALSE,TRUE
"OR2AG1","OR2AG1",FALSE,TRUE
"OR2AG2","OR2AG2",FALSE,TRUE
"OR2AJ1","OR2AJ1",FALSE,TRUE
"OR2AK2","OR2AK2",FALSE,TRUE
"OR2AP1","OR2AP1",FALSE,TRUE
"OR2AT4","OR2AT4",FALSE,TRUE
"OR2B11","OR2B11",FALSE,TRUE
"OR2B2","OR2B2",FALSE,TRUE
"OR2B3","OR2B3",FALSE,TRUE
"OR2B6","OR2B6",FALSE,TRUE
"OR2B8","OR2B8P",TRUE,TRUE
"OR2C1","OR2C1",FALSE,TRUE
"OR2C3","OR2C3",FALSE,TRUE
"OR2D2","OR2D2",FALSE,TRUE
"OR2D3","OR2D3",FALSE,TRUE
"OR2F1","OR2F1",FALSE,TRUE
"OR2F2","OR2F2",FALSE,TRUE
"OR2G2","OR2G2",FALSE,TRUE
"OR2G3","OR2G3",FALSE,TRUE
"OR2G6","OR2G6",FALSE,TRUE
"OR2H1","OR2H1",FALSE,TRUE
"OR2H2","OR2H2",FALSE,TRUE
"OR2J1","OR2J1",FALSE,TRUE
"OR2J2","OR2J2",FALSE,TRUE
"OR2J3","OR2J3",FALSE,TRUE
"OR2K2","OR2K2",FALSE,TRUE
"OR2L13","OR2L13",FALSE,TRUE
"OR2L2","OR2L2",FALSE,TRUE
"OR2L3","OR2L3",FALSE,TRUE
"OR2L5","OR2L5",FALSE,TRUE
"OR2L8","OR2L8",FALSE,TRUE
"OR2M2","OR2M2",FALSE,TRUE
"OR2M3","OR2M3",FALSE,TRUE
"OR2M4","OR2M4",FALSE,TRUE
"OR2M5","OR2M5",FALSE,TRUE
"OR2M7","OR2M7",FALSE,TRUE
"OR2S2","OR2S2",FALSE,TRUE
"OR2T1","OR2T1",FALSE,TRUE
"OR2T10","OR2T10",FALSE,TRUE
"OR2T11","OR2T11",FALSE,TRUE
"OR2T12","OR2T12",FALSE,TRUE
"OR2T2","OR2T2",FALSE,TRUE
"OR2T27","OR2T27",FALSE,TRUE
"OR2T29","OR2T29",FALSE,TRUE
"OR2T3","OR2T3",FALSE,TRUE
"OR2T33","OR2T33",FALSE,TRUE
"OR2T34","OR2T34",FALSE,TRUE
"OR2T35","OR2T35",FALSE,TRUE
"OR2T4","OR2T4",FALSE,TRUE
"OR2T5","OR2T5",FALSE,TRUE
"OR2T6","OR2T6",FALSE,TRUE
"OR2T8","OR2T8",FALSE,TRUE
"OR2V1","OR2V1",FALSE,TRUE
"OR2V2","OR2V2",FALSE,TRUE
"OR2W1","OR2W1",FALSE,TRUE
"OR2W3","OR2W3",FALSE,TRUE
"OR2Y1","OR2Y1",FALSE,TRUE
"OR2Z1","OR2Z1",FALSE,TRUE
"OR3A1","OR3A1",FALSE,TRUE
"OR3A2","OR3A2",FALSE,TRUE
"OR3A3","OR3A3",FALSE,TRUE
"OR4A15","OR4A15",FALSE,TRUE
"OR4A16","OR4A16",FALSE,TRUE
"OR4A47","OR4A47",FALSE,TRUE
"OR4A5","OR4A5",FALSE,TRUE
"OR4B1","OR4B1",FALSE,TRUE
"OR4C11","OR4C11",FALSE,TRUE
"OR4C12","OR4C12",FALSE,TRUE
"OR4C13","OR4C13",FALSE,TRUE
"OR4C15","OR4C15",FALSE,TRUE
"OR4C16","OR4C16",FALSE,TRUE
"OR4C3","OR4C3",FALSE,TRUE
"OR4C45","OR4C45",FALSE,TRUE
"OR4C46","OR4C46",FALSE,TRUE
"OR4C5","OR4C5",FALSE,TRUE
"OR4C6","OR4C6",FALSE,TRUE
"OR4D1","OR4D1",FALSE,TRUE
"OR4D10","OR4D10",FALSE,TRUE
"OR4D11","OR4D11",FALSE,TRUE
"OR4D2","OR4D2",FALSE,TRUE
"OR4D5","OR4D5",FALSE,TRUE
"OR4D6","OR4D6",FALSE,TRUE
"OR4D9","OR4D9",FALSE,TRUE
"OR4E1","OR4E1",FALSE,TRUE
"OR4E2","OR4E2",FALSE,TRUE
"OR4F15","OR4F15",FALSE,TRUE
"OR4F16","OR4F16",FALSE,TRUE
"OR4F17","OR4F17",FALSE,TRUE
"OR4F21","OR4F21",FALSE,TRUE
"OR4F29","OR4F29",FALSE,TRUE
"OR4F3","OR4F3",FALSE,TRUE
"OR4F5","OR4F5",FALSE,TRUE
"OR4F6","OR4F6",FALSE,TRUE
"OR4K1","OR4K1",FALSE,TRUE
"OR4K13","OR4K13",FALSE,TRUE
"OR4K14","OR4K14",FALSE,TRUE
"OR4K15","OR4K15",FALSE,TRUE
"OR4K17","OR4K17",FALSE,TRUE
"OR4K2","OR4K2",FALSE,TRUE
"OR4K3","OR4K3",FALSE,TRUE
"OR4K5","OR4K5",FALSE,TRUE
"OR4L1","OR4L1",FALSE,TRUE
"OR4M1","OR4M1",FALSE,TRUE
"OR4M2","OR4M2",FALSE,TRUE
"OR4M2B","OR4M2B",FALSE,TRUE
"OR4N2","OR4N2",FALSE,TRUE
"OR4N4","OR4N4",FALSE,TRUE
"OR4N4C","OR4N4C",FALSE,TRUE
"OR4N5","OR4N5",FALSE,TRUE
"OR4P4","OR4P4",FALSE,TRUE
"OR4Q2","OR4Q2",FALSE,TRUE
"OR4Q3","OR4Q3",FALSE,TRUE
"OR4S1","OR4S1",FALSE,TRUE
"OR4S2","OR4S2",FALSE,TRUE
"OR4X1","OR4X1",FALSE,TRUE
"OR4X2","OR4X2",FALSE,TRUE
"OR51A2","OR51A2",FALSE,TRUE
"OR51A4","OR51A4",FALSE,TRUE
"OR51A7","OR51A7",FALSE,TRUE
"OR51B2","OR51B2",FALSE,TRUE
"OR51B4","OR51B4",FALSE,TRUE
"OR51B5","OR51B5",FALSE,TRUE
"OR51B6","OR51B6",FALSE,TRUE
"OR51C1","OR51C1",FALSE,FALSE
"OR51D1","OR51D1",FALSE,TRUE
"OR51E1","OR51E1",FALSE,TRUE
"OR51E2","OR51E2",FALSE,TRUE
"OR51F1","OR51F1",FALSE,TRUE
"OR51F2","OR51F2",FALSE,TRUE
"OR51G1","OR51G1",FALSE,TRUE
"OR51G2","OR51G2",FALSE,TRUE
"OR51I1","OR51I1",FALSE,TRUE
"OR51I2","OR51I2",FALSE,TRUE
"OR51L1","OR51L1",FALSE,TRUE
"OR51M1","OR51M1",FALSE,TRUE
"OR51Q1","OR51Q1",FALSE,TRUE
"OR51S1","OR51S1",FALSE,TRUE
"OR51T1","OR51T1",FALSE,TRUE
"OR51V1","OR51V1",FALSE,TRUE
"OR52A1","OR52A1",FALSE,TRUE
"OR52A5","OR52A5",FALSE,TRUE
"OR52B2","OR52B2",FALSE,TRUE
"OR52B4","OR52B4",FALSE,TRUE
"OR52B6","OR52B6",FALSE,TRUE
"OR52D1","OR52D1",FALSE,TRUE
"OR52E1","OR52E1",FALSE,TRUE
"OR52E2","OR52E2",FALSE,TRUE
"OR52E4","OR52E4",FALSE,TRUE
"OR52E5","OR52E5",FALSE,TRUE
"OR52E6","OR52E6",FALSE,TRUE
"OR52E8","OR52E8",FALSE,TRUE
"OR52H1","OR52H1",FALSE,TRUE
"OR52I1","OR52I1",FALSE,TRUE
"OR52I2","OR52I2",FALSE,TRUE
"OR52J3","OR52J3",FALSE,TRUE
"OR52K1","OR52K1",FALSE,TRUE
"OR52K2","OR52K2",FALSE,TRUE
"OR52L1","OR52L1",FALSE,TRUE
"OR52M1","OR52M1",FALSE,TRUE
"OR52N1","OR52N1",FALSE,TRUE
"OR52N2","OR52N2",FALSE,TRUE
"OR52N4","OR52N4",FALSE,TRUE
"OR52N5","OR52N5",FALSE,TRUE
"OR52P1","OR52P1",FALSE,TRUE
"OR52R1","OR52R1",FALSE,TRUE
"OR52W1","OR52W1",FALSE,TRUE
"OR56A1","OR56A1",FALSE,TRUE
"OR56A3","OR56A3",FALSE,TRUE
"OR56A4","OR56A4",FALSE,TRUE
"OR56A5","OR56A5",FALSE,TRUE
"OR56B1","OR56B1",FALSE,TRUE
"OR56B2","OR56B2P",TRUE,TRUE
"OR56B4","OR56B4",FALSE,TRUE
"OR5A1","OR5A1",FALSE,TRUE
"OR5A2","OR5A2",FALSE,TRUE
"OR5AC2","OR5AC2",FALSE,TRUE
"OR5AK2","OR5AK2",FALSE,TRUE
"OR5AL1","OR5AL1",FALSE,TRUE
"OR5AN1","OR5AN1",FALSE,TRUE
"OR5AP2","OR5AP2",FALSE,TRUE
"OR5AR1","OR5AR1",FALSE,TRUE
"OR5AS1","OR5AS1",FALSE,TRUE
"OR5AU1","OR5AU1",FALSE,TRUE
"OR5B12","OR5B12",FALSE,TRUE
"OR5B17","OR5B17",FALSE,TRUE
"OR5B2","OR5B2",FALSE,TRUE
"OR5B21","OR5B21",FALSE,TRUE
"OR5B3","OR5B3",FALSE,TRUE
"OR5BS1","OR5BS1P",TRUE,TRUE
"OR5C1","OR5C1",FALSE,TRUE
"OR5D13","OR5D13",FALSE,TRUE
"OR5D14","OR5D14",FALSE,TRUE
"OR5D16","OR5D16",FALSE,TRUE
"OR5D18","OR5D18",FALSE,TRUE
"OR5D3","OR5D3P",TRUE,TRUE
"OR5F1","OR5F1",FALSE,TRUE
"OR5H1","OR5H1",FALSE,TRUE
"OR5H14","OR5H14",FALSE,TRUE
"OR5H15","OR5H15",FALSE,TRUE
"OR5H2","OR5H2",FALSE,TRUE
"OR5H6","OR5H6",FALSE,TRUE
"OR5I1","OR5I1",FALSE,TRUE
"OR5J2","OR5J2",FALSE,TRUE
"OR5K1","OR5K1",FALSE,TRUE
"OR5K2","OR5K2",FALSE,TRUE
"OR5K3","OR5K3",FALSE,TRUE
"OR5K4","OR5K4",FALSE,TRUE
"OR5L1","OR5L1",FALSE,TRUE
"OR5L2","OR5L2",FALSE,TRUE
"OR5M1","OR5M1",FALSE,TRUE
"OR5M10","OR5M10",FALSE,TRUE
"OR5M11","OR5M11",FALSE,TRUE
"OR5M3","OR5M3",FALSE,TRUE
"OR5M8","OR5M8",FALSE,TRUE
"OR5M9","OR5M9",FALSE,TRUE
"OR5P2","OR5P2",FALSE,TRUE
"OR5P3","OR5P3",FALSE,TRUE
"OR5T1","OR5T1",FALSE,TRUE
"OR5T2","OR5T2",FALSE,TRUE
"OR5T3","OR5T3",FALSE,TRUE
"OR5V1","OR5V1",FALSE,TRUE
"OR5W2","OR5W2",FALSE,TRUE
"OR6A2","OR6A2",FALSE,TRUE
"OR6B1","OR6B1",FALSE,TRUE
"OR6B2","OR6B2",FALSE,TRUE
"OR6B3","OR6B3",FALSE,TRUE
"OR6C1","OR6C1",FALSE,TRUE
"OR6C2","OR6C2",FALSE,TRUE
"OR6C3","OR6C3",FALSE,TRUE
"OR6C4","OR6C4",FALSE,TRUE
"OR6C6","OR6C6",FALSE,TRUE
